USER_ID,Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter,Churned
10e48d71-befb-4c02-824e-3315b63401e7,35.0,Female,Australia,Sydney,0.8,18.0,25.7,6.5,51.6,4.0,7.0,154.36,93.0,23.5,5.3,17.6,6.0,0.0,0.0,18.6,2.0,1283.66,2741.0,Q1,1
10f53e1e-dce3-4f75-9e10-7798e3ab874c,41.0,Female,USA,Phoenix,0.6,8.0,7.8,1.7,72.0,0.0,6.0,173.96,56.0,40.2,9.1,9.8,6.0,2.0,8.1,11.6,3.0,1081.43,764.0,Q3,1
110f5cb1-47b1-456f-91fb-8ac1907e2226,29.0,Female,India,Hyderabad,2.1,0.0,5.1,5.2,67.1,1.0,4.0,247.31,32.0,48.6,12.4,0.0,7.0,1.0,0.0,10.3,3.0,1000.5,349.0,Q3,1
110f95c5-5f86-45cd-8e14-f65824837b1f,18.0,Female,Germany,Berlin,0.8,17.0,33.3,11.3,48.1,8.0,19.0,113.6,12.0,54.6,0.6,19.4,3.0,5.0,38.4,29.6,3.0,2041.51,2981.0,Q1,0
1117c3d2-4f9b-4243-b540-67ce15b6efa6,40.0,Female,UK,Manchester,4.7,17.0,30.5,8.1,50.1,4.0,20.8,125.37,33.0,52.32,11.4,14.1,7.0,2.0,4.1,18.2,2.0,2012.81,820.0,Q4,1
1126a657-3678-427e-997b-6bec0ccb735b,41.0,Male,USA,New York,1.7,8.0,18.5,3.8,56.9,3.0,8.0,48.27,16.0,62.2,6.6,14.4,4.0,1.0,27.6,6.8,2.0,383.53,2603.0,Q3,0
112b006a-54e5-418b-9996-b65d316fda18,24.0,Male,Germany,Munich,3.9,20.0,37.0,8.7,62.6,5.0,24.7,108.69,39.0,44.4,4.4,29.1,4.0,5.0,27.6,20.0,3.0,2153.76,3204.0,Q4,0
113f29c4-9f1a-45da-a3a2-db3de63e9918,38.0,Male,UK,Birmingham,1.0,25.0,43.1,16.4,20.9,9.0,28.6,96.55,100.0,75.12,5.4,46.3,2.0,9.0,27.6,35.1,2.0,1961.22,3647.0,Q4,0
11513ce9-e111-4d03-bd72-d35d51a2ff80,58.0,Female,USA,Los Angeles,2.9,23.0,44.1,14.4,12.1,4.0,24.0,67.17,17.0,21.2,6.6,42.2,3.0,7.0,49.5,43.5,1.0,1434.91,791.0,Q3,0
11588fc2-d9b1-40c6-a64b-34bb330e8278,55.0,Female,USA,New York,0.6,1.0,31.5,4.2,52.0,1.0,13.0,156.05,60.0,41.64,4.0,8.4,6.0,1.0,33.6,14.9,2.0,1836.17,2816.0,Q4,0
11686a57-2e3f-4ba9-aa45-77e74290d916,51.0,Female,USA,New York,0.2,11.0,26.8,11.6,63.2,5.0,23.4,54.61,23.0,66.96,3.6,32.3,9.0,6.0,14.9,31.5,1.0,1090.38,2128.0,Q4,0
1189c898-8596-43b2-924a-9d94231ca0e8,54.0,Male,Australia,Brisbane,1.1,17.0,39.5,16.7,34.4,4.0,19.0,47.25,77.0,40.2,9.1,35.2,4.0,4.0,27.6,18.6,4.0,802.71,1888.0,Q3,0
1196bdae-b9ea-4356-bf86-6be0f99f4edc,35.0,Male,USA,Chicago,0.7,24.0,20.6,3.5,71.5,2.0,11.0,119.1,47.0,25.5,1.9,5.5,9.0,3.0,0.3,11.9,2.0,1402.99,1401.0,Q1,0
11a0396b-0847-4d04-8661-89d6e2954b82,30.0,Male,UK,Manchester,1.2,2.0,26.8,1.4,80.8,0.0,11.0,228.5,40.0,66.5,6.8,0.0,7.0,0.0,11.3,5.0,2.0,2960.08,2563.0,Q3,1
11a6ef87-faf1-45c5-ad3a-87ad596be2ca,50.0,Female,USA,Phoenix,3.5,27.0,50.9,14.3,19.6,10.0,23.0,121.61,4.0,82.6,4.0,51.1,1.0,7.0,46.9,38.2,3.0,3344.05,4106.0,Q3,0
11ed35ab-13de-4514-a1f6-e957cce69e82,53.0,Female,France,Paris,4.0,9.0,26.5,7.8,49.6,9.0,11.0,163.4,52.0,31.9,17.2,27.0,6.0,5.0,16.8,26.5,1.0,1545.76,540.0,Q2,0
11f3d96f-99e1-4092-8b48-35c5a6d3161f,46.0,Male,India,Delhi,2.0,10.0,26.2,9.8,64.9,3.0,11.0,80.61,39.0,26.9,7.8,0.5,8.0,2.0,27.4,17.5,1.0,960.09,2407.0,Q1,0
11fdd049-c2ba-4b0e-b743-e384225f63d8,38.0,Male,Germany,Frankfurt,0.5,8.0,11.1,4.7,100.0,1.0,7.800000000000001,79.34,12.0,9.24,11.1,8.7,10.0,1.0,0.0,5.5,1.0,482.35,0.0,Q4,1
11ff8d77-3771-44c6-92ed-4c91b1b800a1,18.0,Male,Japan,Osaka,4.8,8.0,21.4,9.0,63.3,1.0,5.0,162.14,52.0,51.6,1.9,4.1,8.0,1.0,0.0,14.5,2.0,960.66,1130.0,Q2,0
120168de-6f74-49d9-a9a7-03dfed037052,41.0,Male,Germany,Munich,0.6,20.0,40.1,11.8,45.3,6.0,19.0,190.14,75.0,42.7,9.2,39.9,5.0,3.0,50.7,38.4,4.0,2898.45,3676.0,Q1,0
1215d37d-792d-4ccf-899e-4fd4b344997e,34.0,Female,Australia,Melbourne,5.4,7.0,21.1,8.4,60.9,0.0,3.0,113.02,26.0,35.5,3.6,16.4,11.0,0.0,16.2,3.3,4.0,382.69,2180.0,Q3,1
1220189d-76cf-4373-953d-804eb14d474d,38.0,Female,India,Bangalore,3.4,20.0,31.7,7.3,58.4,5.0,15.0,115.33,45.0,62.8,0.9,11.9,6.0,4.0,27.6,24.0,2.0,1535.59,2308.0,Q1,0
122b938b-c877-425f-aef1-35ad1e7d2d88,47.0,Male,UK,London,2.4,22.0,41.0,10.5,19.6,7.0,16.0,148.07,41.0,50.7,12.5,46.7,4.0,7.0,60.8,18.6,3.0,2286.9,2035.0,Q2,0
1237e5b8-7c6d-4606-843d-b98144385e58,35.0,Male,USA,Los Angeles,2.3,6.0,34.1,7.2,68.2,8.0,13.0,107.57,32.0,17.3,5.3,12.4,2.0,3.0,42.2,18.8,3.0,1571.39,1896.0,Q1,0
1242381a-e31d-41b2-897c-a7c6519ba657,29.0,Female,USA,Houston,1.1,14.0,27.5,8.0,54.0,5.0,13.0,219.15,17.0,23.7,4.2,13.8,9.0,3.0,25.6,27.4,2.0,2446.37,459.0,Q2,1
1248631b-3eeb-4e0d-9195-3c32cdc643a3,53.0,Male,India,Bangalore,6.2,17.0,29.8,12.5,67.3,3.0,16.0,93.63,41.0,27.3,14.7,22.7,7.0,4.0,54.8,18.7,2.0,1454.69,2991.0,Q3,0
12586bb5-2085-49f4-b727-aedf92bb6d97,44.0,Male,France,Toulouse,0.9,36.0,56.4,18.7,6.7,6.0,25.0,142.62,14.0,45.7,7.4,49.0,0.0,12.0,85.3,35.6,1.0,2902.05,5147.0,Q2,0
1259d1c1-ce7a-452d-9420-9b8b46f18fee,51.0,Female,Canada,Ottawa,0.1,12.0,26.0,5.0,67.4,5.0,8.0,43.4,37.0,27.6,6.9,24.1,7.0,2.0,18.9,23.7,1.0,280.72,2442.0,Q2,0
125ceb18-7764-4745-ad71-1ace1d49bb7c,52.0,Female,India,Mumbai,1.1,18.0,34.6,9.7,51.5,7.0,17.0,89.4,3.0,10.6,2.3,41.6,4.0,6.0,45.8,29.2,1.0,1704.34,2839.0,Q1,0
1269f9c5-2aeb-4d84-a5b6-b7f5932866f3,42.0,Female,Canada,Ottawa,4.9,7.0,25.2,3.3,66.6,2.0,3.0,82.74,6.0,66.3,3.1,14.7,10.0,1.0,14.7,14.9,2.0,278.02,1639.0,Q1,0
126e2e7d-d74f-4a89-a763-3d3d341838d3,73.0,Male,UK,Birmingham,2.8,11.0,31.8,9.2,50.4,1.0,19.0,75.79,37.0,18.4,5.4,31.1,5.0,4.0,36.0,15.7,2.0,1170.66,1129.0,Q3,0
12708ce1-4811-46f9-82ac-825da67ae679,36.0,Male,USA,Phoenix,1.3,0.0,14.1,2.6,78.0,0.0,10.4,147.9,6.0,48.24,18.2,1.5,8.0,1.0,35.2,11.4,2.0,946.71,0.0,Q4,1
1294d986-e898-42f7-802b-2dcbede6e826,43.0,Male,USA,Chicago,2.1,18.0,31.2,6.9,45.8,2.0,9.0,173.59,5.0,24.5,6.2,16.6,8.0,3.0,16.0,12.7,3.0,1322.73,1218.0,Q2,0
129817a1-480e-4d43-aa88-0d49bc6cd349,40.0,Female,USA,Phoenix,5.7,15.0,40.9,11.4,47.3,8.0,17.0,206.21,23.0,40.9,2.0,47.7,6.0,3.0,53.4,37.9,3.0,3177.53,4843.0,Q1,1
12a1752c-0704-4da4-ac17-55d3db86d79a,22.0,Male,Germany,Berlin,7.9,7.0,12.2,5.9,75.3,2.0,4.0,108.26,18.0,43.1,8.5,0.0,12.0,0.0,15.8,13.0,1.0,449.45,1198.0,Q2,1
12ad5e4d-1a3d-4b87-81aa-2a75a43abdcc,31.0,Male,India,Hyderabad,6.2,15.0,30.3,7.3,40.3,5.0,13.0,135.05,70.0,57.5,7.3,34.9,6.0,4.0,17.4,18.6,3.0,1963.24,1699.0,Q3,1
12b2ed0f-1e77-4873-b6fc-a5b62e5874a5,34.0,Female,France,Nice,2.2,34.0,53.0,11.1,22.9,10.0,19.0,134.56,0.0,32.3,5.9,49.9,6.0,2.0,37.5,35.6,1.0,2997.94,4520.0,Q1,1
12b79cbe-09b6-4578-a60a-87cdda7f4516,47.0,Male,France,Toulouse,3.7,1.0,18.4,8.0,67.2,2.0,5.0,112.26,76.0,34.3,6.4,7.9,8.0,0.0,23.1,15.4,2.0,466.42,2710.0,Q1,1
12bba952-02ce-4e87-92f6-6098650c5485,25.0,Female,USA,Los Angeles,4.8,4.0,9.3,6.9,82.5,4.0,5.0,85.98,10.0,58.6,8.6,19.7,6.0,0.0,26.0,5.4,3.0,476.26,1896.0,Q3,1
12c806fc-6447-4efd-b08f-6f075e7dc617,42.0,Male,Canada,Ottawa,10.0,0.0,12.2,6.0,82.2,4.0,5.0,171.47,2.0,40.6,4.3,25.9,2.0,0.0,16.0,20.0,2.0,971.01,2082.0,Q3,0
12d45449-dca0-4ef7-a472-9943dca3853a,34.0,Female,UK,London,0.5,4.0,20.3,8.8,55.9,3.0,8.0,103.1,62.0,15.9,9.7,0.0,5.0,1.0,30.3,17.0,2.0,916.86,0.0,Q1,1
12d93348-83a2-436a-9a52-21d0b253aa9a,24.0,Male,USA,Phoenix,5.0,4.0,14.9,5.4,63.3,0.0,11.0,202.86,15.0,68.5,6.9,8.1,7.0,2.0,23.6,12.9,1.0,2351.35,848.0,Q2,1
12e09047-230a-4cda-b1e8-a25084dc155a,23.0,Female,USA,New York,5.1,18.0,38.8,10.1,53.5,6.0,18.0,140.15,23.0,28.1,5.4,30.9,5.0,3.0,58.7,28.8,2.0,2404.09,1507.0,Q3,1
12e528fe-706d-412f-af5e-284874b40210,41.0,Female,Australia,Melbourne,2.4,9.0,33.1,7.9,55.0,3.0,11.0,98.71,15.0,13.4,0.8,14.6,3.0,4.0,11.4,29.9,5.0,943.46,1681.0,Q3,0
12e81709-c84f-4332-8864-c8a2edf6c385,70.0,Female,Canada,Toronto,1.5,34.0,60.0,18.9,22.7,9.0,27.0,132.64,36.0,38.9,0.6,69.2,1.0,10.0,89.7,41.2,4.0,4144.02,5497.0,Q2,1
12e93a43-dfa9-40e6-8076-61eb741cb073,24.0,Male,USA,New York,2.8,14.0,25.3,9.3,50.0,4.0,13.0,144.41,96.0,68.9,4.9,27.0,2.0,3.0,14.7,23.1,1.0,1525.6,2580.0,Q1,0
12ec791d-8d7f-4424-a4fa-5a2f7f9e02c6,46.0,Male,Australia,Perth,9.6,22.0,38.4,13.8,28.7,11.0,16.0,291.52,2.0,49.3,4.3,26.7,2.0,8.0,33.0,35.4,1.0,4238.14,1355.0,Q3,0
12f0b15a-f91f-4a9f-9b00-b9cf8ff93277,42.0,Female,USA,Los Angeles,5.9,0.0,26.8,1.0,86.4,0.0,5.2,160.64,11.0,49.32,8.5,7.4,8.0,2.0,17.4,6.5,1.0,698.23,126.0,Q4,1
12f8d433-8d20-4013-a7a5-3c0c26999e79,18.0,Male,Canada,Montreal,3.3,9.0,36.4,11.7,38.0,6.0,12.0,66.28,32.0,40.2,1.7,32.8,3.0,5.0,50.4,20.6,3.0,917.21,1974.0,Q1,0
12fb38ed-e3fb-47d3-9d03-3db33f65a678,50.0,Male,Japan,Yokohama,1.4,12.0,29.5,6.1,54.6,2.0,9.0,154.03,28.0,69.4,6.1,15.7,8.0,5.0,38.0,18.6,2.0,1549.88,1611.0,Q3,0
130cde15-f5b8-4e63-9064-730488b27e13,22.0,Male,Canada,Calgary,2.2,4.0,15.1,5.0,65.0,2.0,5.0,82.41,69.0,58.7,3.7,20.5,11.0,0.0,0.0,4.6,1.0,473.81,3150.0,Q1,1
130e0bbb-3773-4fd9-9c6b-a2840b2a98c7,40.0,Female,USA,Los Angeles,1.5,11.0,31.0,10.2,57.3,4.0,15.0,172.36,13.0,12.6,5.4,42.4,9.0,1.0,81.8,33.6,4.0,2091.69,2729.0,Q3,1
130f3753-7fbc-42ce-aa04-3a9709dba4b2,38.0,Male,USA,Los Angeles,5.4,6.0,26.8,9.0,67.6,4.0,22.1,90.92,29.0,40.2,7.2,12.4,6.0,1.0,27.6,10.3,4.0,1415.14,1896.0,Q4,0
1315b3a4-7ff0-4a65-a01e-d2bf2274c8b5,28.0,Male,USA,Phoenix,4.4,21.0,41.4,13.9,51.4,7.0,22.1,264.49,42.0,21.84,18.0,37.9,4.0,5.0,34.6,33.7,1.0,3793.26,1415.0,Q4,1
131e3e56-7f29-490c-91d7-7feec9667f8d,19.0,Female,Canada,Ottawa,4.2,32.0,44.6,14.8,26.0,7.0,27.3,79.44,146.0,56.52,12.6,51.3,5.0,6.0,27.6,43.5,2.0,1652.4,4423.0,Q4,0
13232266-f211-4aa0-a689-8821517a0499,36.0,Female,France,Toulouse,3.5,9.0,23.7,6.5,59.8,6.0,11.0,89.76,14.0,66.3,1.5,26.5,2.0,2.0,0.0,16.5,2.0,852.17,1548.0,Q2,0
1349d255-8969-4447-9d8b-3a60c4ccd718,57.0,Female,UK,Glasgow,3.3,9.0,33.6,5.7,65.5,4.0,14.0,77.47,67.0,40.2,8.0,7.3,3.0,2.0,29.2,29.7,2.0,1061.02,964.0,Q3,0
134a9388-348d-4219-bedc-2421ce29f681,20.0,Female,USA,Chicago,10.0,5.0,20.3,9.1,59.5,5.0,12.0,69.24,4.0,32.8,6.7,34.9,6.0,4.0,51.7,13.5,1.0,736.33,1920.0,Q3,0
134d07ce-9360-4b91-88dd-460ef7c583a2,31.0,Male,Canada,Toronto,6.4,2.0,26.8,8.4,76.1,1.0,16.0,165.46,22.0,63.4,17.0,19.7,6.0,3.0,25.3,6.5,1.0,2850.15,607.0,Q3,1
1351c53e-d7a3-44e6-95a4-2c7b621cd014,44.0,Female,UK,Leeds,4.4,9.0,26.8,6.3,67.7,0.0,2.0,236.32,30.0,39.2,12.1,0.0,4.0,2.0,27.6,13.5,2.0,516.16,1139.0,Q2,1
1352fd9d-d694-4394-b478-bfe1e17cb9ec,36.0,Other,USA,Phoenix,2.4,2.0,10.9,6.9,81.1,3.0,3.9,73.05,31.0,50.279999999999994,5.4,0.0,8.0,0.0,27.2,13.7,5.0,247.98,2859.0,Q4,0
136caebb-ac38-46b3-9e59-6baf31285f31,40.0,Female,USA,Houston,2.4,22.0,40.3,14.5,37.9,8.0,16.0,96.71,6.0,49.6,0.7,41.5,4.0,4.0,20.2,35.4,2.0,1642.78,1838.0,Q3,1
1370d4f3-4fbf-4306-9146-4d9540fd40c2,18.0,Female,Canada,Toronto,2.9,24.0,39.4,14.0,40.7,5.0,26.0,116.06,21.0,26.76,8.6,45.6,4.0,3.0,55.5,33.5,2.0,1862.54,1741.0,Q4,1
137a6390-88ee-4bd4-a6e4-fc8c5fa966b0,31.0,Female,UK,Manchester,1.5,15.0,35.2,12.1,39.1,7.0,17.0,90.46,38.0,40.2,11.2,19.7,5.0,6.0,56.3,33.3,2.0,1728.95,2725.0,Q3,0
1396bf3f-83dc-420c-9c40-feb36598af38,35.0,Male,UK,Manchester,0.4,10.0,27.5,5.7,56.7,4.0,13.0,138.75,21.0,40.8,17.5,16.6,4.0,5.0,33.9,23.5,1.0,1746.79,2423.0,Q3,0
13aac656-1d07-4ee8-bfa6-8fdc2841fafc,32.0,Female,UK,Manchester,2.0,8.0,27.5,4.4,71.7,5.0,11.0,63.64,7.0,75.6,1.9,13.0,4.0,5.0,27.4,26.8,1.0,713.76,2417.0,Q2,0
13b001a9-23d9-42e4-a45e-f4c6f4656d4a,20.0,Female,Canada,Calgary,6.2,7.0,24.8,6.5,65.0,2.0,5.0,106.42,16.0,39.1,5.0,19.7,4.0,2.0,0.0,17.9,2.0,580.14,0.0,Q2,0
13baf9e4-9bf5-4f03-9848-73e331df5b3d,35.0,Female,Canada,Calgary,0.7,27.0,36.7,14.5,49.9,9.0,25.0,134.16,15.0,62.9,10.9,20.3,4.0,4.0,27.6,25.9,2.0,3217.4,1609.0,Q2,0
13c97aa2-826b-49cc-b3fe-464949bafc69,46.0,Female,Canada,Toronto,3.3,16.0,33.5,9.4,41.9,3.0,11.0,60.02,6.0,38.8,0.5,41.9,8.0,1.0,27.6,17.9,1.0,564.62,1619.0,Q2,0
13d2bae3-1d5a-4da1-b9f9-6d857c89a8fe,32.0,Female,India,Mumbai,2.0,19.0,29.5,9.3,66.7,5.0,24.0,127.03,1.0,36.5,5.4,14.5,6.0,8.0,29.6,18.6,1.0,2480.99,3079.0,Q3,1
13d84d9b-d011-4614-a96f-eb343c30aeb5,56.0,Female,Japan,Tokyo,3.9,11.0,35.0,10.9,41.6,2.0,20.0,112.45,46.0,50.2,2.2,21.9,3.0,5.0,0.0,10.5,3.0,1887.59,4112.0,Q3,0
13ffe66d-5da3-4c50-857b-8ec5cf89bacc,35.0,Male,USA,Phoenix,0.4,18.0,26.8,9.0,72.3,5.0,9.1,58.63,59.0,73.8,5.7,22.7,5.0,1.0,32.6,8.6,2.0,488.3,1896.0,Q4,0
141c87d2-6901-453a-bc10-f5510f34d78f,49.0,Male,UK,London,4.7,21.0,44.7,7.3,36.2,3.0,14.0,119.29,21.0,32.2,1.5,7.5,4.0,0.0,51.8,18.7,2.0,1791.48,1652.0,Q2,0
144288c8-bbd5-4e50-97ac-39277c267885,55.0,Male,Australia,Melbourne,0.3,17.0,31.3,10.4,52.7,6.0,15.0,203.5,69.0,65.3,3.9,18.7,4.0,2.0,31.4,29.7,2.0,2696.26,1896.0,Q2,0
145baeea-7dd1-4569-8352-ca49c231d61e,52.0,Female,Japan,Osaka,6.0,20.0,32.0,10.7,47.8,4.0,14.0,64.66,4.0,62.6,4.0,33.2,3.0,6.0,58.7,26.7,1.0,840.99,1920.0,Q2,0
14636066-ed5a-4d6f-b761-1f87908e8ab9,55.0,Female,France,Toulouse,3.1,4.0,21.2,8.6,57.9,1.0,6.0,107.25,63.0,14.7,2.4,24.6,4.0,0.0,36.3,18.4,5.0,552.74,2981.0,Q3,0
1486a813-199a-46e5-8b0c-2b8e3b3ea8f8,52.0,Female,Canada,Vancouver,2.6,8.0,32.2,10.9,52.1,3.0,14.3,240.28,15.0,24.84,6.1,24.2,10.0,3.0,17.8,20.4,3.0,2825.82,2498.0,Q4,1
149e181d-f988-4c58-a009-256a8774fe82,31.0,Female,Japan,Nagoya,2.3,21.0,39.5,10.2,39.5,10.0,16.0,179.33,19.0,67.3,0.5,26.1,6.0,4.0,52.0,19.7,3.0,2524.19,3279.0,Q2,1
14a4a617-35ea-43d3-a6da-a24d687aa9c8,33.0,Female,France,Lyon,0.8,8.0,36.7,6.2,52.6,5.0,16.900000000000002,108.65,19.0,54.48,3.8,38.8,1.0,1.0,53.1,23.3,3.0,1357.46,2602.0,Q4,0
14b8e7a0-b41a-48e8-942a-7d54eae03f50,18.0,Female,UK,Leeds,1.7,12.0,40.4,8.0,52.3,6.0,18.0,262.83,1.0,40.2,5.5,29.9,2.0,6.0,40.1,15.7,2.0,5196.65,2159.0,Q2,0
14bbafa2-5a83-4306-9cba-fc402012c8f4,42.0,Female,Canada,Montreal,4.8,0.0,2.4,7.4,82.7,1.0,16.0,124.51,95.0,26.4,1.8,15.1,4.0,1.0,0.1,6.7,2.0,1977.37,1163.0,Q2,1
14d8c936-02ad-4be2-a114-669578e1a060,26.0,Female,USA,Los Angeles,6.1,13.0,35.4,3.6,65.3,3.0,13.0,138.06,44.0,67.8,16.7,12.7,2.0,1.0,0.0,17.2,4.0,1315.36,3408.0,Q4,0
14debffe-21de-4a68-91f8-bbde124cec29,20.0,Male,USA,New York,3.5,19.0,44.2,12.9,30.9,8.0,23.4,186.64,121.0,68.52,5.1,42.4,4.0,10.0,77.5,40.7,3.0,3282.41,1896.0,Q4,0
14f14366-5398-4b33-9732-083ef40354c2,28.0,Male,Canada,Vancouver,0.7,18.0,31.2,13.0,60.8,3.0,18.0,72.23,53.0,68.1,10.7,24.3,7.0,1.0,39.8,24.3,3.0,1175.68,1409.0,Q2,0
14f4fde6-9e60-459e-af0e-6f424973b229,44.0,Female,UK,Birmingham,2.1,6.0,24.2,11.9,68.0,3.0,14.0,102.15,39.0,13.3,6.9,21.0,5.0,3.0,20.5,25.3,4.0,1397.72,2004.0,Q1,0
14f64857-fcb6-4075-8fc3-41b1c73fffb0,55.0,Male,India,Hyderabad,3.3,15.0,40.5,11.8,46.3,8.0,16.0,115.11,41.0,31.9,4.3,13.9,3.0,5.0,45.4,25.6,3.0,1909.06,1555.0,Q3,0
14f79e56-11d1-4e82-8bcb-57e430ae9502,32.0,Other,USA,Phoenix,0.9,10.0,26.1,8.4,51.0,2.0,9.0,86.15,2.0,49.6,0.3,13.4,3.0,3.0,52.2,16.7,1.0,887.95,3458.0,Q1,0
1503fdc9-f144-47a2-a4b3-d29f6cc38812,18.0,Female,UK,Glasgow,1.6,5.0,30.7,6.8,47.8,6.0,10.0,95.16,8.0,43.6,5.4,17.9,5.0,0.0,49.1,16.3,4.0,888.09,1796.0,Q2,0
153a9ded-0058-4665-853f-acdc978d9a1e,39.0,Female,UK,Manchester,0.2,15.0,24.5,10.1,61.7,8.0,20.0,81.96,24.0,33.9,10.1,13.9,5.0,0.0,28.7,18.6,1.0,1659.37,1436.0,Q3,0
1542e877-ed9a-4842-902b-79156684b65f,52.0,Female,UK,Manchester,2.0,5.0,19.6,5.2,77.9,1.0,5.0,122.83,4.0,40.2,3.7,15.7,5.0,2.0,0.0,8.1,3.0,664.0,0.0,Q3,0
1560abd0-e1a9-43f8-a8e1-2799f66f84f9,52.0,Female,France,Paris,3.6,7.0,28.7,6.2,60.7,5.0,15.0,66.4,39.0,50.1,4.9,11.5,4.0,1.0,27.6,18.6,3.0,879.03,0.0,Q2,0
156877cb-d1cf-4991-9f51-e9a914173d32,34.0,Male,Canada,Vancouver,4.3,15.0,19.7,9.7,49.0,3.0,12.0,147.45,70.0,23.3,6.8,4.3,10.0,2.0,61.6,22.6,3.0,1436.07,1896.0,Q2,0
157c2b42-9009-4b0f-b991-3a18bfc58e5b,39.0,Male,Germany,Munich,4.6,19.0,27.2,4.7,53.0,8.0,20.0,75.68,49.0,70.5,2.9,27.4,9.0,3.0,11.5,20.8,3.0,1515.22,1533.0,Q2,0
158b540d-0cf9-429c-ad1e-79691170b340,38.0,Female,UK,Birmingham,2.5,0.0,23.9,9.7,69.2,3.0,11.7,111.3,126.0,40.2,9.7,3.3,7.0,2.0,38.1,12.2,3.0,817.22,2628.0,Q4,1
159cc8ae-1dbc-496a-8938-4750e2a9f83a,29.0,Male,Germany,Frankfurt,0.8,0.0,12.8,1.0,64.4,1.0,5.2,166.1,0.0,45.0,6.1,2.6,7.0,3.0,17.9,7.4,2.0,718.58,0.0,Q4,0
15c8326d-2096-401a-b907-bdc885802695,27.0,Male,Germany,Hamburg,6.6,12.0,23.3,7.4,60.4,1.0,7.0,62.95,4.0,38.9,21.1,7.6,4.0,4.0,29.2,23.4,4.0,447.27,846.0,Q3,0
15e05498-ac3e-4024-9bec-3107a4561721,19.0,Male,Canada,Montreal,1.1,5.0,23.3,5.9,43.8,4.0,9.0,124.26,8.0,19.1,6.2,19.7,7.0,2.0,0.0,24.6,2.0,1092.76,1368.0,Q2,1
15f2d993-b14e-4484-b1e5-6dec4d81398d,18.0,Female,France,Paris,1.5,4.0,26.8,6.0,67.2,0.0,12.0,112.49,96.0,27.8,5.9,0.0,5.0,2.0,30.8,10.9,2.0,1494.2,0.0,Q1,1
15facb26-0f3a-47ba-b893-cae56763b946,33.0,Male,USA,Los Angeles,1.8,6.0,12.0,2.2,64.2,2.0,4.0,110.84,21.0,78.4,5.4,19.7,3.0,0.0,0.0,14.7,3.0,432.78,1896.0,Q1,0
1604a2c2-69c3-4ed4-9bbd-90d0dda3b3fb,38.0,Male,USA,New York,2.7,16.0,40.7,15.5,47.2,6.0,18.0,134.56,9.0,7.5,0.6,13.7,7.0,3.0,39.8,25.0,3.0,2749.1,1252.0,Q3,1
1615ef89-622e-4eea-ac1b-4a45b2972917,27.0,Female,USA,Phoenix,1.4,0.0,14.7,4.3,72.1,3.0,6.0,97.16,11.0,32.5,5.4,14.0,8.0,0.0,3.0,18.6,3.0,641.35,1324.0,Q3,0
1619fda4-854a-437f-905b-fea5ee629270,37.0,Female,USA,New York,2.7,14.0,26.8,8.4,65.1,10.0,13.0,114.78,33.0,39.9,5.4,20.1,3.0,2.0,51.4,29.6,3.0,1243.9,1956.0,Q1,0
16368e1d-f6e1-4a16-88ce-7b501d8b6928,33.0,Male,USA,Chicago,3.5,20.0,47.7,8.4,44.5,7.0,19.0,136.39,50.0,53.5,5.8,25.9,2.0,7.0,63.5,28.4,2.0,2695.36,2867.0,Q2,0
163e810c-fe1e-4d0c-8b90-708e5b7c8e27,39.0,Female,India,Mumbai,1.7,14.0,20.8,7.1,70.2,7.0,12.0,155.0,18.0,52.2,2.2,12.9,5.0,3.0,8.5,18.6,4.0,1650.13,2617.0,Q1,0
16439246-d6a6-4ad8-bbc6-ad5327f933a5,25.0,Female,India,Hyderabad,1.2,28.0,43.6,15.3,32.7,9.0,20.0,117.77,41.0,45.3,3.9,38.1,3.0,2.0,61.0,27.3,2.0,2374.09,3173.0,Q3,1
1647fab0-fb3a-4aac-a971-4dfedf7194b8,21.0,Female,France,Toulouse,0.8,14.0,27.7,11.1,53.5,2.0,11.0,141.76,31.0,18.7,5.4,13.9,3.0,2.0,44.9,14.3,1.0,1675.12,1968.0,Q2,1
1660972a-390a-4751-9081-a955330fc208,47.0,Female,USA,New York,3.7,11.0,30.3,7.9,61.2,3.0,8.0,96.88,27.0,78.4,3.7,26.3,5.0,3.0,17.6,16.1,3.0,916.45,2079.0,Q2,0
1664a0b7-b0bd-4e3e-bdb7-54cd713946d2,50.0,Female,Canada,Toronto,0.1,31.0,47.4,13.4,43.4,7.0,26.0,170.46,170.0,43.8,12.8,49.6,4.0,3.0,56.3,29.6,4.0,2777.62,1896.0,Q4,0
167c7a36-e4e4-41a9-823e-cbaac8377c57,18.0,Male,UK,Glasgow,6.0,0.0,7.1,8.4,67.1,4.0,2.0,137.78,124.0,28.7,8.1,5.1,9.0,0.0,0.0,8.3,1.0,319.65,1000.0,Q1,1
